data,model,loss,run_id,N,B,K,lr,end_lr,momentum,lr_schedule,optimizer,step_decay_schedule,path
lm1b,pythia,condcrossent,Run_2025_06_20_03_17_21_872948,2000000,3072,625,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_06_20_03_17_21_872948/
lm1b,pythia,condcrossent,Run_2025_06_20_03_21_48_884379,2000000,192,2500,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_06_20_03_21_48_884379/
lm1b,pythia,condcrossent,Run_2025_06_20_03_23_47_738526,2000000,384,1250,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_06_20_03_23_47_738526/
lm1b,pythia,condcrossent,Run_2025_06_20_03_25_21_114127,2000000,768,625,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_06_20_03_25_21_114127/
lm1b,pythia,condcrossent,Run_2025_06_20_02_51_05_325290,50000000,192,40000,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_06_20_02_51_05_325290/
lm1b,pythia,condcrossent,Run_2025_06_20_03_26_49_371786,2000000,3,40000,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_06_20_03_26_49_371786/
lm1b,pythia,condcrossent,Run_2025_06_20_03_47_55_808857,2000000,6,20000,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_06_20_03_47_55_808857/
lm1b,pythia,condcrossent,Run_2025_06_20_03_58_34_034407,2000000,12,10000,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_06_20_03_58_34_034407/
lm1b,pythia,condcrossent,Run_2025_06_20_04_04_15_938225,2000000,24,5000,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_06_20_04_04_15_938225/
lm1b,pythia,condcrossent,Run_2025_06_19_23_22_47_851622,2000000,12,640000,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_06_19_23_22_47_851622/
lm1b,pythia,condcrossent,Run_2025_06_20_04_07_21_892740,2000000,48,2500,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_06_20_04_07_21_892740/
lm1b,pythia,condcrossent,Run_2025_06_20_04_09_11_970834,2000000,96,1250,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_06_20_04_09_11_970834/
lm1b,pythia,condcrossent,Run_2025_06_20_04_10_25_273352,2000000,192,625,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_06_20_04_10_25_273352/
lm1b,pythia,condcrossent,Run_2025_06_20_01_50_37_798803,2000000,6,320000,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_06_20_01_50_37_798803/
lm1b,pythia,condcrossent,Run_2025_06_20_02_31_35_510157,50000000,24,320000,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_06_20_02_31_35_510157/
lm1b,pythia,condcrossent,Run_2025_06_20_04_15_22_642711,2000000,12,160000,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_06_20_04_15_22_642711/
lm1b,pythia,condcrossent,Run_2025_06_20_04_28_47_460332,50000000,48,160000,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_06_20_04_28_47_460332/
lm1b,pythia,condcrossent,Run_2025_06_20_01_54_40_442204,50000000,48,640000,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_06_20_01_54_40_442204/
lm1b,pythia,condcrossent,Run_2025_06_20_03_37_08_786263,50000000,1536,20000,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_06_20_03_37_08_786263/
lm1b,pythia,condcrossent,Run_2025_06_20_05_28_14_774536,2000000,3,160000,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_06_20_05_28_14_774536/
lm1b,pythia,condcrossent,Run_2025_06_20_06_25_28_665225,50000000,384,20000,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_06_20_06_25_28_665225/
lm1b,pythia,condcrossent,Run_2025_06_20_05_35_29_158848,50000000,6,320000,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_06_20_05_35_29_158848/
lm1b,pythia,condcrossent,Run_2025_06_20_07_10_43_480811,50000000,24,80000,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_06_20_07_10_43_480811/
lm1b,pythia,condcrossent,Run_2025_06_20_07_26_37_387083,50000000,12,160000,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_06_20_07_26_37_387083/
lm1b,pythia,condcrossent,Run_2025_06_20_08_19_14_522990,50000000,48,40000,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_06_20_08_19_14_522990/
lm1b,pythia,condcrossent,Run_2025_06_20_08_53_27_112571,50000000,96,20000,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_06_20_08_53_27_112571/
lm1b,pythia,condcrossent,Run_2025_06_20_05_54_54_121641,50000000,12,640000,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_06_20_05_54_54_121641/
lm1b,pythia,condcrossent,Run_2025_06_20_08_24_03_157479,50000000,3,160000,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_06_20_08_24_03_157479/
lm1b,pythia,condcrossent,Run_2025_06_20_18_54_08_235730,50000000,768,10000,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_06_20_18_54_08_235730/
lm1b,pythia,condcrossent,Run_2025_06_20_19_37_20_132228,50000000,192,10000,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_06_20_19_37_20_132228/
lm1b,pythia,condcrossent,Run_2025_06_20_19_50_15_612160,50000000,1536,5000,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_06_20_19_50_15_612160/
lm1b,pythia,condcrossent,Run_2025_06_20_20_34_11_096455,50000000,384,5000,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_06_20_20_34_11_096455/
lm1b,pythia,condcrossent,Run_2025_06_20_20_46_32_836614,50000000,6,80000,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_06_20_20_46_32_836614/
lm1b,pythia,condcrossent,Run_2025_06_20_21_15_04_364154,50000000,12,40000,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_06_20_21_15_04_364154/
lm1b,pythia,condcrossent,Run_2025_06_20_21_30_41_831601,50000000,24,20000,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_06_20_21_30_41_831601/
lm1b,pythia,condcrossent,Run_2025_06_20_21_38_58_943965,50000000,48,10000,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_06_20_21_38_58_943965/
lm1b,pythia,condcrossent,Run_2025_06_20_21_43_20_465873,50000000,96,5000,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_06_20_21_43_20_465873/
lm1b,pythia,condcrossent,Run_2025_06_20_21_46_54_741291,50000000,768,2500,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_06_20_21_46_54_741291/
lm1b,pythia,condcrossent,Run_2025_06_20_21_57_50_514027,50000000,1536,1250,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_06_20_21_57_50_514027/
lm1b,pythia,condcrossent,Run_2025_06_20_22_08_46_493700,50000000,192,2500,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_06_20_22_08_46_493700/
lm1b,pythia,condcrossent,Run_2025_06_20_22_12_46_964251,50000000,384,1250,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_06_20_22_12_46_964251/
lm1b,pythia,condcrossent,Run_2025_06_20_22_15_56_749455,50000000,768,625,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_06_20_22_15_56_749455/
lm1b,pythia,condcrossent,Run_2025_06_20_22_18_56_942768,50000000,3,40000,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_06_20_22_18_56_942768/
lm1b,pythia,condcrossent,Run_2025_06_20_22_33_15_647407,50000000,6,20000,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_06_20_22_33_15_647407/
lm1b,pythia,condcrossent,Run_2025_06_20_22_40_16_498977,50000000,12,10000,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_06_20_22_40_16_498977/
lm1b,pythia,condcrossent,Run_2025_06_20_22_43_58_168687,50000000,24,5000,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_06_20_22_43_58_168687/
lm1b,pythia,condcrossent,Run_2025_06_20_22_46_03_170765,50000000,48,2500,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_06_20_22_46_03_170765/
lm1b,pythia,condcrossent,Run_2025_06_20_22_47_24_656176,50000000,96,1250,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_06_20_22_47_24_656176/
lm1b,pythia,condcrossent,Run_2025_06_20_22_48_35_619677,50000000,192,625,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_06_20_22_48_35_619677/
lm1b,pythia,condcrossent,Run_2025_06_24_20_56_10_207358,2000000,185,207568,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_06_24_20_56_10_207358/
lm1b,pythia,condcrossent,Run_2025_06_24_22_25_54_344780,4000000,153,125490,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_06_24_22_25_54_344780/
lm1b,pythia,condcrossent,Run_2025_06_24_23_17_05_430966,8000000,127,75591,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_06_24_23_17_05_430966/
lm1b,pythia,condcrossent,Run_2025_06_24_23_50_50_321674,16000000,105,45714,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_06_24_23_50_50_321674/
lm1b,pythia,condcrossent,Run_2025_06_25_00_10_46_643650,32000000,86,27907,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_06_25_00_10_46_643650/
lm1b,pythia,condcrossent,Run_2025_06_25_00_24_12_230921,64000000,71,16901,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_06_25_00_24_12_230921/
lm1b,pythia,condcrossent,Run_2025_06_25_00_33_35_170291,128000000,59,10171,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_06_25_00_33_35_170291/
lm1b,pythia,condcrossent,Run_2025_06_25_00_40_30_590295,256000000,49,6123,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_06_25_00_40_30_590295/
lm1b,pythia,condcrossent,Run_2025_06_25_00_45_51_936785,8000000,86,27907,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_06_25_00_45_51_936785/
lm1b,pythia,condcrossent,Run_2025_06_25_00_55_23_547681,2000000,127,75591,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_06_25_00_55_23_547681/
lm1b,pythia,condcrossent,Run_2025_06_25_01_19_34_460070,4000000,105,45714,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_06_25_01_19_34_460070/
lm1b,pythia,condcrossent,Run_2025_06_25_01_34_09_440988,16000000,71,16901,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_06_25_01_34_09_440988/
lm1b,pythia,condcrossent,Run_2025_06_25_01_40_04_487728,32000000,59,10171,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_06_25_01_40_04_487728/
lm1b,pythia,condcrossent,Run_2025_06_25_01_44_04_911840,64000000,49,6123,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_06_25_01_44_04_911840/
lm1b,pythia,condcrossent,Run_2025_06_25_01_46_59_255815,128000000,40,3750,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_06_25_01_46_59_255815/
lm1b,pythia,condcrossent,Run_2025_06_25_01_49_11_963136,256000000,33,2273,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_06_25_01_49_11_963136/
lm1b,pythia,condcrossent,Run_2025_06_25_01_51_03_489551,1000000,105,45714,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_06_25_01_51_03_489551/
lm1b,pythia,condcrossent,Run_2025_06_25_02_02_39_465832,2000000,86,27907,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_06_25_02_02_39_465832/
lm1b,pythia,condcrossent,Run_2025_06_25_02_09_55_374052,4000000,71,16901,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_06_25_02_09_55_374052/
lm1b,pythia,condcrossent,Run_2025_06_25_02_14_34_045228,8000000,59,10171,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_06_25_02_14_34_045228/
lm1b,pythia,condcrossent,Run_2025_06_25_02_17_42_852740,16000000,49,6123,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_06_25_02_17_42_852740/
lm1b,pythia,condcrossent,Run_2025_06_25_02_19_50_492954,32000000,40,3750,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_06_25_02_19_50_492954/
lm1b,pythia,condcrossent,Run_2025_06_25_02_21_20_208283,64000000,33,2273,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_06_25_02_21_20_208283/
lm1b,pythia,condcrossent,Run_2025_06_25_02_22_31_163664,250000,105,45714,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_06_25_02_22_31_163664/
lm1b,pythia,condcrossent,Run_2025_06_25_02_32_28_730194,500000,86,27907,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_06_25_02_32_28_730194/
lm1b,pythia,condcrossent,Run_2025_06_25_02_38_06_931502,1000000,71,16901,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_06_25_02_38_06_931502/
lm1b,pythia,condcrossent,Run_2025_06_25_02_41_50_988961,2000000,59,10171,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_06_25_02_41_50_988961/
lm1b,pythia,condcrossent,Run_2025_06_25_02_44_25_405475,4000000,49,6123,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_06_25_02_44_25_405475/
lm1b,pythia,condcrossent,Run_2025_06_25_02_46_11_243186,8000000,40,3750,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_06_25_02_46_11_243186/
lm1b,pythia,condcrossent,Run_2025_06_25_02_47_27_539861,16000000,33,2273,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_06_25_02_47_27_539861/
lm1b,pythia,condcrossent,Run_2025_06_25_03_01_06_786145,16000000,153,125490,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_06_25_03_01_06_786145/
lm1b,pythia,condcrossent,Run_2025_06_25_04_13_35_582943,32000000,127,75591,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_06_25_04_13_35_582943/
lm1b,pythia,condcrossent,Run_2025_06_25_05_02_20_653452,64000000,105,45714,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_06_25_05_02_20_653452/
lm1b,pythia,condcrossent,Run_2025_06_25_05_35_53_461543,128000000,86,27907,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_06_25_05_35_53_461543/
lm1b,pythia,condcrossent,Run_2025_06_25_06_00_27_047990,256000000,71,16901,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_06_25_06_00_27_047990/
lm1b,pythia,condcrossent,Run_2025_06_27_18_59_39_445986,8000000,185,207568,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_06_27_18_59_39_445986/
lm1b,pythia,condcrossent,Run_2025_07_01_18_01_16_968079,10000000,768,2500,1.999,0.1,0.0,step,sgd,"{""decay_at"": [0.8, 0.9], ""decay_amt"": [0.3, 0.3]}",outputs/nn_archive/runs/Run_2025_07_01_18_01_16_968079/
lm1b,pythia,condcrossent,Run_2025_07_01_18_07_50_173334,10000000,3072,625,1.999,0.1,0.0,step,sgd,"{""decay_at"": [0.8, 0.9], ""decay_amt"": [0.3, 0.3]}",outputs/nn_archive/runs/Run_2025_07_01_18_07_50_173334/
lm1b,pythia,condcrossent,Run_2025_07_01_19_04_19_310130,10000000,6,320000,1.999,0.1,0.0,step,sgd,"{""decay_at"": [0.8, 0.9], ""decay_amt"": [0.3, 0.3]}",outputs/nn_archive/runs/Run_2025_07_01_19_04_19_310130/
lm1b,pythia,condcrossent,Run_2025_07_01_20_16_44_282651,10000000,12,160000,1.999,0.1,0.0,step,sgd,"{""decay_at"": [0.8, 0.9], ""decay_amt"": [0.3, 0.3]}",outputs/nn_archive/runs/Run_2025_07_01_20_16_44_282651/
lm1b,pythia,condcrossent,Run_2025_07_01_20_53_26_617583,10000000,24,80000,1.999,0.1,0.0,step,sgd,"{""decay_at"": [0.8, 0.9], ""decay_amt"": [0.3, 0.3]}",outputs/nn_archive/runs/Run_2025_07_01_20_53_26_617583/
lm1b,pythia,condcrossent,Run_2025_07_01_21_12_26_547159,10000000,48,40000,1.999,0.1,0.0,step,sgd,"{""decay_at"": [0.8, 0.9], ""decay_amt"": [0.3, 0.3]}",outputs/nn_archive/runs/Run_2025_07_01_21_12_26_547159/
lm1b,pythia,condcrossent,Run_2025_07_01_21_23_07_937549,10000000,96,20000,1.999,0.1,0.0,step,sgd,"{""decay_at"": [0.8, 0.9], ""decay_amt"": [0.3, 0.3]}",outputs/nn_archive/runs/Run_2025_07_01_21_23_07_937549/
lm1b,pythia,condcrossent,Run_2025_07_01_21_30_21_998789,10000000,192,10000,1.999,0.1,0.0,step,sgd,"{""decay_at"": [0.8, 0.9], ""decay_amt"": [0.3, 0.3]}",outputs/nn_archive/runs/Run_2025_07_01_21_30_21_998789/
lm1b,pythia,condcrossent,Run_2025_07_01_21_36_38_750656,10000000,384,5000,1.999,0.1,0.0,step,sgd,"{""decay_at"": [0.8, 0.9], ""decay_amt"": [0.3, 0.3]}",outputs/nn_archive/runs/Run_2025_07_01_21_36_38_750656/
lm1b,pythia,condcrossent,Run_2025_07_01_21_42_26_984360,10000000,3,160000,1.999,0.1,0.0,step,sgd,"{""decay_at"": [0.8, 0.9], ""decay_amt"": [0.3, 0.3]}",outputs/nn_archive/runs/Run_2025_07_01_21_42_26_984360/
lm1b,pythia,condcrossent,Run_2025_07_01_22_19_53_344360,10000000,6,80000,1.999,0.1,0.0,step,sgd,"{""decay_at"": [0.8, 0.9], ""decay_amt"": [0.3, 0.3]}",outputs/nn_archive/runs/Run_2025_07_01_22_19_53_344360/
lm1b,pythia,condcrossent,Run_2025_07_01_22_38_01_170385,10000000,12,40000,1.999,0.1,0.0,step,sgd,"{""decay_at"": [0.8, 0.9], ""decay_amt"": [0.3, 0.3]}",outputs/nn_archive/runs/Run_2025_07_01_22_38_01_170385/
lm1b,pythia,condcrossent,Run_2025_07_01_22_47_19_132745,10000000,24,20000,1.999,0.1,0.0,step,sgd,"{""decay_at"": [0.8, 0.9], ""decay_amt"": [0.3, 0.3]}",outputs/nn_archive/runs/Run_2025_07_01_22_47_19_132745/
lm1b,pythia,condcrossent,Run_2025_07_01_22_52_22_347224,10000000,48,10000,1.999,0.1,0.0,step,sgd,"{""decay_at"": [0.8, 0.9], ""decay_amt"": [0.3, 0.3]}",outputs/nn_archive/runs/Run_2025_07_01_22_52_22_347224/
lm1b,pythia,condcrossent,Run_2025_07_01_22_55_18_624677,10000000,96,5000,1.999,0.1,0.0,step,sgd,"{""decay_at"": [0.8, 0.9], ""decay_amt"": [0.3, 0.3]}",outputs/nn_archive/runs/Run_2025_07_01_22_55_18_624677/
lm1b,pythia,condcrossent,Run_2025_07_01_22_57_22_684238,10000000,1536,1250,1.999,0.1,0.0,step,sgd,"{""decay_at"": [0.8, 0.9], ""decay_amt"": [0.3, 0.3]}",outputs/nn_archive/runs/Run_2025_07_01_22_57_22_684238/
lm1b,pythia,condcrossent,Run_2025_07_01_23_02_57_132438,10000000,192,2500,1.999,0.1,0.0,step,sgd,"{""decay_at"": [0.8, 0.9], ""decay_amt"": [0.3, 0.3]}",outputs/nn_archive/runs/Run_2025_07_01_23_02_57_132438/
lm1b,pythia,condcrossent,Run_2025_07_01_23_04_47_105961,10000000,384,1250,1.999,0.1,0.0,step,sgd,"{""decay_at"": [0.8, 0.9], ""decay_amt"": [0.3, 0.3]}",outputs/nn_archive/runs/Run_2025_07_01_23_04_47_105961/
lm1b,pythia,condcrossent,Run_2025_07_01_23_06_30_492212,10000000,768,625,1.999,0.1,0.0,step,sgd,"{""decay_at"": [0.8, 0.9], ""decay_amt"": [0.3, 0.3]}",outputs/nn_archive/runs/Run_2025_07_01_23_06_30_492212/
lm1b,pythia,condcrossent,Run_2025_07_01_23_08_07_718383,10000000,3,40000,1.999,0.1,0.0,step,sgd,"{""decay_at"": [0.8, 0.9], ""decay_amt"": [0.3, 0.3]}",outputs/nn_archive/runs/Run_2025_07_01_23_08_07_718383/
lm1b,pythia,condcrossent,Run_2025_07_01_23_17_45_532761,10000000,6,20000,1.999,0.1,0.0,step,sgd,"{""decay_at"": [0.8, 0.9], ""decay_amt"": [0.3, 0.3]}",outputs/nn_archive/runs/Run_2025_07_01_23_17_45_532761/
lm1b,pythia,condcrossent,Run_2025_07_01_23_22_35_409110,10000000,12,10000,1.999,0.1,0.0,step,sgd,"{""decay_at"": [0.8, 0.9], ""decay_amt"": [0.3, 0.3]}",outputs/nn_archive/runs/Run_2025_07_01_23_22_35_409110/
lm1b,pythia,condcrossent,Run_2025_07_01_23_25_10_814766,10000000,24,5000,1.999,0.1,0.0,step,sgd,"{""decay_at"": [0.8, 0.9], ""decay_amt"": [0.3, 0.3]}",outputs/nn_archive/runs/Run_2025_07_01_23_25_10_814766/
lm1b,pythia,condcrossent,Run_2025_07_01_23_26_42_475773,10000000,48,2500,1.999,0.1,0.0,step,sgd,"{""decay_at"": [0.8, 0.9], ""decay_amt"": [0.3, 0.3]}",outputs/nn_archive/runs/Run_2025_07_01_23_26_42_475773/
lm1b,pythia,condcrossent,Run_2025_07_01_23_27_40_491075,10000000,96,1250,1.999,0.1,0.0,step,sgd,"{""decay_at"": [0.8, 0.9], ""decay_amt"": [0.3, 0.3]}",outputs/nn_archive/runs/Run_2025_07_01_23_27_40_491075/
lm1b,pythia,condcrossent,Run_2025_07_01_23_28_26_959082,10000000,192,625,1.999,0.1,0.0,step,sgd,"{""decay_at"": [0.8, 0.9], ""decay_amt"": [0.3, 0.3]}",outputs/nn_archive/runs/Run_2025_07_01_23_28_26_959082/
lm1b,pythia,condcrossent,Run_2025_07_08_19_43_16_346601,10000000,768,2500,1.999,0.1,0.0,step,sgd,"{""decay_at"": [100, 1000, 10000], ""decay_amt"": [0.3, 0.3]}",outputs/nn_archive/runs/Run_2025_07_08_19_43_16_346601/
lm1b,pythia,condcrossent,Run_2025_07_12_00_12_05_786708,16509636,219,84990,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_07_12_00_12_05_786708/
lm1b,pythia,condcrossent,Run_2025_07_12_00_09_16_179699,16509636,63,295442,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_07_12_00_09_16_179699/
lm1b,pythia,condcrossent,Run_2025_07_12_00_11_00_935133,20146460,118,129261,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_07_12_00_11_00_935133/
lm1b,pythia,condcrossent,Run_2025_07_12_00_13_18_341130,4999999,1024,60017,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_07_12_00_13_18_341130/
lm1b,pythia,condcrossent,Run_2025_07_12_00_10_00_989915,20146460,87,175320,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_07_12_00_10_00_989915/
lm1b,pythia,condcrossent,Run_2025_07_12_01_43_41_678135,20146460,63,242109,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_07_12_01_43_41_678135/
lm1b,pythia,condcrossent,Run_2025_07_12_01_26_26_220517,9085602,298,113496,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_07_12_01_26_26_220517/
lm1b,pythia,condcrossent,Run_2025_07_12_02_25_13_857816,16509636,552,33718,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_07_12_02_25_13_857816/
lm1b,pythia,condcrossent,Run_2025_07_12_01_57_36_513385,13529328,161,141074,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_07_12_01_57_36_513385/
lm1b,pythia,condcrossent,Run_2025_07_12_03_02_02_671762,13529328,87,261068,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_07_12_03_02_02_671762/
lm1b,pythia,condcrossent,Run_2025_07_12_03_25_21_816041,9085602,752,44975,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_07_12_03_25_21_816041/
lm1b,pythia,condcrossent,Run_2025_07_12_02_33_38_976656,13529328,118,192483,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_07_12_02_33_38_976656/
lm1b,pythia,condcrossent,Run_2025_07_12_03_10_17_969818,6101424,406,124049,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_07_12_03_10_17_969818/
lm1b,pythia,condcrossent,Run_2025_07_12_04_54_10_685690,30000000,406,25229,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_07_12_04_54_10_685690/
lm1b,pythia,condcrossent,Run_2025_07_12_04_33_52_986457,24584422,63,198403,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_07_12_04_33_52_986457/
lm1b,pythia,condcrossent,Run_2025_07_12_03_45_24_092816,7445476,219,188457,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_07_12_03_45_24_092816/
lm1b,pythia,condcrossent,Run_2025_07_12_05_25_27_581962,30000000,161,63621,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_07_12_05_25_27_581962/
lm1b,pythia,condcrossent,Run_2025_07_12_05_36_15_847628,6101424,1024,49183,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_07_12_05_36_15_847628/
lm1b,pythia,condcrossent,Run_2025_07_12_05_45_33_147785,9085602,118,286625,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_07_12_05_45_33_147785/
lm1b,pythia,condcrossent,Run_2025_07_12_06_23_23_810140,11087024,298,93007,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_07_12_06_23_23_810140/
lm1b,pythia,condcrossent,Run_2025_07_12_04_57_12_565913,7445476,161,256349,1.999,0.1,0.0,constant,sgd,na,outputs/nn_archive/runs/Run_2025_07_12_04_57_12_565913/
